id|split|domain|label|goal|trace
wb-analytics-102-yes|train|workbench_analytics|yes|Can you make a line plot of the most popular traffic source since November 27?|"Recorded tool actions: analytics.traffic_source_count(time_min=""2023-11-27"", time_max=""2023-11-30"", traffic_source=""direct""); analytics.traffic_source_count(time_min=""2023-11-27"", time_max=""2023-11-30"", traffic_source=""referral""); analytics.traffic_source_count(time_min=""2023-11-27"", time_max=""2023-11-30"", traffic_source=""search engine""); analytics.traffic_source_count(time_min=""2023-11-27"", time_max=""2023-11-30"", traffic_source=""social media""); analytics.create_plot(time_min=""2023-11-27"", time_max=""2023-11-30"", value_to_plot=""visits_direct"", plot_type=""line"")"
wb-analytics-103-no|train|workbench_analytics|no|Make a line plot of the most popular traffic source since October 20|"Recorded tool actions: analytics.total_visits_count(time_min=""2023-10-20"", time_max=""2023-11-30""); analytics.traffic_source_count(time_min=""2023-10-20"", time_max=""2023-11-30"", traffic_source=""direct""); analytics.traffic_source_count(time_min=""2023-10-20"", time_max=""2023-11-30"", traffic_source=""referral""); analytics.traffic_source_count(time_min=""2023-10-20"", time_max=""2023-11-30"", traffic_source=""search engine""); analytics.traffic_source_count(time_min=""2023-10-20"", time_max=""2023-11-30"", traffic_source=""social media""); analytics.create_plot(time_min=""2023-10-20"", time_max=""2023-11-30"", value_to_plot=""visits_search_engine"", plot_type=""line"")"
wb-analytics-103-yes|train|workbench_analytics|yes|Make a line plot of the most popular traffic source since October 20|"Recorded tool actions: analytics.traffic_source_count(time_min=""2023-10-20"", traffic_source=""direct""); analytics.traffic_source_count(time_min=""2023-10-20"", traffic_source=""referral""); analytics.traffic_source_count(time_min=""2023-10-20"", traffic_source=""search engine""); analytics.traffic_source_count(time_min=""2023-10-20"", traffic_source=""social media""); analytics.create_plot(time_min=""2023-10-20"", time_max=""2023-11-29"", value_to_plot=""visits_direct"", plot_type=""line"")"
wb-analytics-104-no|train|workbench_analytics|no|Can you make a line plot of the most popular traffic source since October 15?|"Recorded tool actions: analytics.create_plot(time_min=""2023-10-15"", time_max=""2023-11-30"", value_to_plot=""total_visits"", plot_type=""line"")"
wb-analytics-104-yes|train|workbench_analytics|yes|Can you make a line plot of the most popular traffic source since October 15?|"Recorded tool actions: analytics.traffic_source_count(time_min=""2023-10-15"", time_max=""2023-11-30"", traffic_source=""direct""); analytics.traffic_source_count(time_min=""2023-10-15"", time_max=""2023-11-30"", traffic_source=""referral""); analytics.traffic_source_count(time_min=""2023-10-15"", time_max=""2023-11-30"", traffic_source=""search engine""); analytics.traffic_source_count(time_min=""2023-10-15"", time_max=""2023-11-30"", traffic_source=""social media""); analytics.create_plot(time_min=""2023-10-15"", time_max=""2023-11-30"", value_to_plot=""visits_direct"", plot_type=""line"")"
wb-analytics-105-no|train|workbench_analytics|no|Can you make a line plot of the most popular traffic source since November 24?|"Recorded tool actions: analytics.create_plot(time_min=""2023-11-24"", time_max=""2023-11-30"", value_to_plot=""total_visits"", plot_type=""line"")"
wb-analytics-105-yes|train|workbench_analytics|yes|Can you make a line plot of the most popular traffic source since November 24?|"Recorded tool actions: analytics.traffic_source_count(time_min=""2023-11-24"", time_max=""2023-11-30"", traffic_source=""direct""); analytics.traffic_source_count(time_min=""2023-11-24"", time_max=""2023-11-30"", traffic_source=""referral""); analytics.traffic_source_count(time_min=""2023-11-24"", time_max=""2023-11-30"", traffic_source=""search engine""); analytics.traffic_source_count(time_min=""2023-11-24"", time_max=""2023-11-30"", traffic_source=""social media""); analytics.create_plot(time_min=""2023-11-24"", time_max=""2023-11-30"", value_to_plot=""visits_direct"", plot_type=""line"")"
wb-analytics-106-no|train|workbench_analytics|no|Make a line plot of the most popular traffic source since November 16|"Recorded tool actions: analytics.create_plot(time_min=""2023-11-16"", time_max=""2023-11-30"", value_to_plot=""visits_social_media"", plot_type=""line"")"
wb-analytics-106-yes|train|workbench_analytics|yes|Make a line plot of the most popular traffic source since November 16|"Recorded tool actions: analytics.traffic_source_count(time_min=""2023-11-16"", time_max=""2023-11-30"", traffic_source=""direct""); analytics.traffic_source_count(time_min=""2023-11-16"", time_max=""2023-11-30"", traffic_source=""referral""); analytics.traffic_source_count(time_min=""2023-11-16"", time_max=""2023-11-30"", traffic_source=""search engine""); analytics.traffic_source_count(time_min=""2023-11-16"", time_max=""2023-11-30"", traffic_source=""social media""); analytics.create_plot(time_min=""2023-11-16"", time_max=""2023-11-30"", value_to_plot=""visits_direct"", plot_type=""line"")"
wb-analytics-107-no|train|workbench_analytics|no|Make a line plot of the most popular traffic source since October 13|"Recorded tool actions: analytics.create_plot(time_min=""2023-10-13"", time_max=""2023-11-30"", value_to_plot=""visits_search_engine"", plot_type=""line"")"
wb-analytics-107-yes|train|workbench_analytics|yes|Make a line plot of the most popular traffic source since October 13|"Recorded tool actions: analytics.traffic_source_count(time_min=""2023-10-13"", time_max=""2023-11-30"", traffic_source=""direct""); analytics.traffic_source_count(time_min=""2023-10-13"", time_max=""2023-11-30"", traffic_source=""referral""); analytics.traffic_source_count(time_min=""2023-10-13"", time_max=""2023-11-30"", traffic_source=""search engine""); analytics.traffic_source_count(time_min=""2023-10-13"", time_max=""2023-11-30"", traffic_source=""social media""); analytics.create_plot(time_min=""2023-10-13"", time_max=""2023-11-30"", value_to_plot=""visits_direct"", plot_type=""line"")"
wb-analytics-108-no|train|workbench_analytics|no|plot the most popular traffic source since September 28|"Recorded tool actions: analytics.traffic_source_count(time_min=""2023-09-28"", time_max=""2023-11-30"", traffic_source=""direct""); analytics.traffic_source_count(time_min=""2023-09-28"", time_max=""2023-11-30"", traffic_source=""referral""); analytics.traffic_source_count(time_min=""2023-09-28"", time_max=""2023-11-30"", traffic_source=""search engine""); analytics.traffic_source_count(time_min=""2023-09-28"", time_max=""2023-11-30"", traffic_source=""social media""); analytics.create_plot(time_min=""2023-09-28"", time_max=""2023-11-30"", value_to_plot=""visits_direct"", plot_type=""bar"")"
wb-analytics-108-yes|train|workbench_analytics|yes|plot the most popular traffic source since September 28|"Recorded tool actions: analytics.traffic_source_count(time_min=""2023-09-28"", time_max=""2023-11-30"", traffic_source=""direct""); analytics.traffic_source_count(time_min=""2023-09-28"", time_max=""2023-11-30"", traffic_source=""referral""); analytics.traffic_source_count(time_min=""2023-09-28"", time_max=""2023-11-30"", traffic_source=""search engine""); analytics.traffic_source_count(time_min=""2023-09-28"", time_max=""2023-11-30"", traffic_source=""social media""); analytics.create_plot(time_min=""2023-09-28"", time_max=""2023-11-30"", value_to_plot=""visits_direct"", plot_type=""line"")"
wb-analytics-109-no|train|workbench_analytics|no|plot the most popular traffic source since October 27|"Recorded tool actions: analytics.traffic_source_count(time_min=""2023-10-27"", time_max=""2023-11-30""); analytics.create_plot(time_min=""2023-10-27"", time_max=""2023-11-30"", value_to_plot=""visits_search_engine"", plot_type=""bar"")"
wb-analytics-109-yes|train|workbench_analytics|yes|plot the most popular traffic source since October 27|"Recorded tool actions: analytics.create_plot(time_min=""2023-10-27"", time_max=""2023-11-30"", value_to_plot=""visits_direct"", plot_type=""line""); analytics.traffic_source_count(time_min=""2023-10-27"", time_max=""2023-11-30"", traffic_source=""direct""); analytics.traffic_source_count(time_min=""2023-10-27"", time_max=""2023-11-30"", traffic_source=""referral""); analytics.traffic_source_count(time_min=""2023-10-27"", time_max=""2023-11-30"", traffic_source=""search engine""); analytics.traffic_source_count(time_min=""2023-10-27"", time_max=""2023-11-30"", traffic_source=""social media"")"
wb-analytics-110-no|train|workbench_analytics|no|Make bar charts of social media and search engine over the last 6 weeks if we got more traffic from social media than search engine|"Recorded tool actions: analytics.traffic_source_count(time_min=""2023-10-16"", time_max=""2023-11-30"", traffic_source=""social media""); analytics.traffic_source_count(time_min=""2023-10-16"", time_max=""2023-11-30"", traffic_source=""search engine""); analytics.create_plot(time_min=""2023-10-16"", time_max=""2023-11-30"", value_to_plot=""visits_social_media"", plot_type=""bar""); analytics.create_plot(time_min=""2023-10-16"", time_max=""2023-11-30"", value_to_plot=""visits_search_engine"", plot_type=""bar"")"
wb-analytics-110-yes|train|workbench_analytics|yes|Make bar charts of social media and search engine over the last 6 weeks if we got more traffic from social media than search engine|"Recorded tool actions: analytics.traffic_source_count(time_min=""2023-10-19"", time_max=""2023-11-30"", traffic_source=""social media""); analytics.traffic_source_count(time_min=""2023-10-19"", time_max=""2023-11-30"", traffic_source=""search engine""); analytics.create_plot(time_min=""2023-10-19"", time_max=""2023-11-30"", value_to_plot=""visits_social_media"", plot_type=""bar""); analytics.create_plot(time_min=""2023-10-19"", time_max=""2023-11-30"", value_to_plot=""visits_search_engine"", plot_type=""bar"")"
wb-analytics-111-no|train|workbench_analytics|no|did we get more traffic from referral than direct during the last 3 weeks? If so, make bar charts of both over that period|"Recorded tool actions: analytics.traffic_source_count(time_min=""2023-11-09"", time_max=""2023-11-30"", traffic_source=""referral""); analytics.traffic_source_count(time_min=""2023-11-09"", time_max=""2023-11-30"", traffic_source=""direct""); analytics.create_plot(time_min=""2023-11-09"", time_max=""2023-11-30"", value_to_plot=""visits_referral"", plot_type=""bar""); analytics.create_plot(time_min=""2023-11-09"", time_max=""2023-11-30"", value_to_plot=""visits_direct"", plot_type=""bar"")"
wb-analytics-111-yes|train|workbench_analytics|yes|did we get more traffic from referral than direct during the last 3 weeks? If so, make bar charts of both over that period|"Recorded tool actions: analytics.traffic_source_count(time_min=""2023-11-10"", time_max=""2023-11-30"", traffic_source=""referral""); analytics.traffic_source_count(time_min=""2023-11-10"", time_max=""2023-11-30"", traffic_source=""direct"")"
wb-analytics-112-no|train|workbench_analytics|no|did we get more traffic from direct than social media during the last 6 weeks? If so, make bar charts of both over that period|"Recorded tool actions: analytics.total_visits_count(time_min=""2023-10-15"", time_max=""2023-11-30""); analytics.traffic_source_count(time_min=""2023-10-15"", time_max=""2023-11-30"", traffic_source=""direct""); analytics.traffic_source_count(time_min=""2023-10-15"", time_max=""2023-11-30"", traffic_source=""social media""); analytics.create_plot(time_min=""2023-10-15"", time_max=""2023-11-30"", value_to_plot=""visits_direct"", plot_type=""bar""); analytics.create_plot(time_min=""2023-10-15"", time_max=""2023-11-30"", value_to_plot=""visits_social_media"", plot_type=""bar"")"
wb-analytics-112-yes|train|workbench_analytics|yes|did we get more traffic from direct than social media during the last 6 weeks? If so, make bar charts of both over that period|"Recorded tool actions: analytics.traffic_source_count(time_min=""2023-10-19"", time_max=""2023-11-30"", traffic_source=""direct""); analytics.traffic_source_count(time_min=""2023-10-19"", time_max=""2023-11-30"", traffic_source=""social media""); analytics.create_plot(time_min=""2023-10-19"", time_max=""2023-11-30"", value_to_plot=""visits_direct"", plot_type=""bar""); analytics.create_plot(time_min=""2023-10-19"", time_max=""2023-11-30"", value_to_plot=""visits_social_media"", plot_type=""bar"")"
wb-analytics-113-no|train|workbench_analytics|no|Make bar charts of referral and social media over the last 4 weeks if we got more traffic from referral than social media|"Recorded tool actions: analytics.traffic_source_count(time_min=""2023-11-02"", time_max=""2023-11-30"", traffic_source=""referral""); analytics.traffic_source_count(time_min=""2023-11-02"", time_max=""2023-11-30"", traffic_source=""social media""); analytics.create_plot(time_min=""2023-11-02"", time_max=""2023-11-30"", value_to_plot=""visits_referral"", plot_type=""bar""); analytics.create_plot(time_min=""2023-11-02"", time_max=""2023-11-30"", value_to_plot=""visits_social_media"", plot_type=""bar"")"
wb-analytics-113-yes|train|workbench_analytics|yes|Make bar charts of referral and social media over the last 4 weeks if we got more traffic from referral than social media|"Recorded tool actions: analytics.traffic_source_count(time_min=""2023-11-03"", time_max=""2023-11-30"", traffic_source=""referral""); analytics.traffic_source_count(time_min=""2023-11-03"", time_max=""2023-11-30"", traffic_source=""social media"")"
wb-analytics-114-no|train|workbench_analytics|no|did we get more traffic from search engine than direct during the last 5 weeks? If so, make bar charts of both over that period|"Recorded tool actions: analytics.traffic_source_count(time_min=""2023-10-26"", time_max=""2023-11-30"", traffic_source=""search engine""); analytics.traffic_source_count(time_min=""2023-10-26"", time_max=""2023-11-30"", traffic_source=""direct""); analytics.create_plot(time_min=""2023-10-26"", time_max=""2023-11-30"", value_to_plot=""visits_search_engine"", plot_type=""bar""); analytics.create_plot(time_min=""2023-10-26"", time_max=""2023-11-30"", value_to_plot=""visits_direct"", plot_type=""bar"")"
wb-analytics-114-yes|train|workbench_analytics|yes|did we get more traffic from search engine than direct during the last 5 weeks? If so, make bar charts of both over that period|"Recorded tool actions: analytics.traffic_source_count(time_min=""2023-10-26"", time_max=""2023-11-30"", traffic_source=""search engine""); analytics.traffic_source_count(time_min=""2023-10-26"", time_max=""2023-11-30"", traffic_source=""direct"")"
wb-analytics-115-no|train|workbench_analytics|no|If we got more traffic from referral than social media during the last 6 weeks, make bar charts of both over that period|"Recorded tool actions: analytics.traffic_source_count(time_min=""2023-10-19"", time_max=""2023-11-30"", traffic_source=""referral""); analytics.traffic_source_count(time_min=""2023-10-19"", time_max=""2023-11-30"", traffic_source=""social media""); analytics.create_plot(time_min=""2023-10-19"", time_max=""2023-11-30"", value_to_plot=""visits_referral"", plot_type=""bar""); analytics.create_plot(time_min=""2023-10-19"", time_max=""2023-11-30"", value_to_plot=""visits_social_media"", plot_type=""bar"")"
wb-analytics-115-yes|train|workbench_analytics|yes|If we got more traffic from referral than social media during the last 6 weeks, make bar charts of both over that period|"Recorded tool actions: analytics.traffic_source_count(time_min=""2023-10-19"", time_max=""2023-11-30"", traffic_source=""referral""); analytics.traffic_source_count(time_min=""2023-10-19"", time_max=""2023-11-30"", traffic_source=""social media"")"
wb-analytics-116-no|train|workbench_analytics|no|did we get more traffic from social media than search engine during the last 5 weeks? If so, make bar charts of both over that period|"Recorded tool actions: analytics.traffic_source_count(time_min=""2023-10-25"", time_max=""2023-11-29"", traffic_source=""social media""); analytics.traffic_source_count(time_min=""2023-10-25"", time_max=""2023-11-29"", traffic_source=""search engine""); analytics.create_plot(time_min=""2023-10-25"", time_max=""2023-11-29"", value_to_plot=""visits_social_media"", plot_type=""bar""); analytics.create_plot(time_min=""2023-10-25"", time_max=""2023-11-29"", value_to_plot=""visits_search_engine"", plot_type=""bar"")"
wb-analytics-116-yes|train|workbench_analytics|yes|did we get more traffic from social media than search engine during the last 5 weeks? If so, make bar charts of both over that period|"Recorded tool actions: analytics.traffic_source_count(time_min=""2023-10-26"", traffic_source=""social media"", time_max=""2023-11-30""); analytics.traffic_source_count(time_min=""2023-10-26"", time_max=""2023-11-30"", traffic_source=""search engine""); analytics.create_plot(value_to_plot=""visits_social_media"", plot_type=""bar"", time_min=""2023-10-26"", time_max=""2023-11-30""); analytics.create_plot(plot_type=""bar"", value_to_plot=""visits_search_engine"", time_min=""2023-10-26"", time_max=""2023-11-30"")"
wb-analytics-117-no|train|workbench_analytics|no|If we got more traffic from search engine than social media during the last 5 weeks, make bar charts of both over that period|"Recorded tool actions: analytics.traffic_source_count(time_min=""2023-10-26"", time_max=""2023-11-30"", traffic_source=""search engine""); analytics.traffic_source_count(time_min=""2023-10-26"", time_max=""2023-11-30"", traffic_source=""social media""); analytics.create_plot(time_min=""2023-10-26"", time_max=""2023-11-30"", value_to_plot=""visits_search_engine"", plot_type=""bar""); analytics.create_plot(time_min=""2023-10-26"", time_max=""2023-11-30"", value_to_plot=""visits_social_media"", plot_type=""bar"")"
wb-analytics-117-yes|train|workbench_analytics|yes|If we got more traffic from search engine than social media during the last 5 weeks, make bar charts of both over that period|"Recorded tool actions: analytics.traffic_source_count(time_max=""2023-11-30"", traffic_source=""search engine"", time_min=""2023-10-26""); analytics.traffic_source_count(time_max=""2023-11-30"", time_min=""2023-10-26"", traffic_source=""social media"")"
wb-analytics-118-no|train|workbench_analytics|no|If we got more traffic from referral than search engine during the last 5 weeks, make bar charts of both over that period|"Recorded tool actions: analytics.traffic_source_count(time_min=""2023-10-26"", time_max=""2023-11-30"", traffic_source=""referral""); analytics.traffic_source_count(time_min=""2023-10-26"", time_max=""2023-11-30"", traffic_source=""search engine""); analytics.create_plot(time_min=""2023-10-26"", time_max=""2023-11-30"", value_to_plot=""visits_referral"", plot_type=""bar""); analytics.create_plot(time_min=""2023-10-26"", time_max=""2023-11-30"", value_to_plot=""visits_search_engine"", plot_type=""bar"")"
wb-analytics-118-yes|train|workbench_analytics|yes|If we got more traffic from referral than search engine during the last 5 weeks, make bar charts of both over that period|"Recorded tool actions: analytics.traffic_source_count(time_min=""2023-10-26"", time_max=""2023-11-30"", traffic_source=""referral""); analytics.traffic_source_count(time_min=""2023-10-26"", time_max=""2023-11-30"", traffic_source=""search engine"")"
wb-analytics-119-no|train|workbench_analytics|no|Make bar charts of social media and search engine over the last 4 weeks if we got more traffic from social media than search engine|"Recorded tool actions: analytics.traffic_source_count(time_min=""2023-11-03"", time_max=""2023-11-30"", traffic_source=""social media""); analytics.traffic_source_count(time_min=""2023-11-03"", time_max=""2023-11-30"", traffic_source=""search engine""); analytics.create_plot(time_min=""2023-11-03"", time_max=""2023-11-30"", value_to_plot=""visits_social_media"", plot_type=""bar""); analytics.create_plot(time_min=""2023-11-03"", time_max=""2023-11-30"", value_to_plot=""visits_search_engine"", plot_type=""bar"")"
wb-analytics-119-yes|train|workbench_analytics|yes|Make bar charts of social media and search engine over the last 4 weeks if we got more traffic from social media than search engine|"Recorded tool actions: analytics.traffic_source_count(time_min=""2023-11-02"", time_max=""2023-11-30"", traffic_source=""social media""); analytics.traffic_source_count(time_min=""2023-11-02"", time_max=""2023-11-30"", traffic_source=""search engine""); analytics.create_plot(time_min=""2023-11-02"", time_max=""2023-11-30"", value_to_plot=""visits_social_media"", plot_type=""bar""); analytics.create_plot(time_min=""2023-11-02"", time_max=""2023-11-30"", value_to_plot=""visits_search_engine"", plot_type=""bar"")"
wb-calendar-000-no|test|workbench_calendar|no|Delete my first meeting on December 13|"Recorded tool actions: calendar.search_events(query=""Meeting"", time_min=""2023-12-13"", time_max=""2023-12-13"")"
wb-calendar-000-yes|test|workbench_calendar|yes|Delete my first meeting on December 13|"Recorded tool actions: calendar.search_events(query="""", time_min=""2023-12-13 00:00:00"", time_max=""2023-12-13 23:59:59""); calendar.delete_event(event_id=""00000256"")"
wb-calendar-001-no|test|workbench_calendar|no|Cancel my first meeting on December 13|"Recorded tool actions: calendar.search_events(query=""Meeting"", time_min=""2023-12-13"", time_max=""2023-12-13"")"
wb-calendar-001-yes|test|workbench_calendar|yes|Cancel my first meeting on December 13|"Recorded tool actions: calendar.search_events(query="""", time_min=""2023-12-13 00:00:00"", time_max=""2023-12-13 23:59:59""); calendar.delete_event(event_id=""00000256"")"
wb-calendar-002-no|test|workbench_calendar|no|can you cancel my first meeting on December 1|"Recorded tool actions: email.search_emails(query=""Meeting"", date_min=""2023-12-01"", date_max=""2023-12-01"")"
wb-calendar-002-yes|test|workbench_calendar|yes|can you cancel my first meeting on December 1|"Recorded tool actions: calendar.search_events(query="""", time_min=""2023-12-01 00:00:00"", time_max=""2023-12-01 23:59:59""); calendar.delete_event(event_id=""00000165"")"
wb-calendar-003-no|test|workbench_calendar|no|can you cancel my first meeting on December 8|"Recorded tool actions: calendar.search_events(query=""Meeting"", time_min=""2023-12-08"", time_max=""2023-12-08"")"
wb-calendar-003-yes|test|workbench_calendar|yes|can you cancel my first meeting on December 8|"Recorded tool actions: calendar.search_events(query="""", time_min=""2023-12-08 00:00:00"", time_max=""2023-12-08 23:59:59""); calendar.delete_event(event_id=""00000236"")"
wb-calendar-004-no|test|workbench_calendar|no|can you cancel my first meeting on December 6|"Recorded tool actions: calendar.search_events(query=""Meeting"", time_min=""2023-12-06"", time_max=""2023-12-06"")"
wb-calendar-004-yes|test|workbench_calendar|yes|can you cancel my first meeting on December 6|"Recorded tool actions: calendar.search_events(query="""", time_min=""2023-12-06 00:00:00"", time_max=""2023-12-06 23:59:59""); calendar.delete_event(event_id=""00000045"")"
wb-calendar-005-no|test|workbench_calendar|no|Cancel my first meeting on December 18|"Recorded tool actions: calendar.search_events(query=""Meeting"", time_min=""2023-12-18 00:00:00"", time_max=""2023-12-18 23:59:59""); calendar.delete_event(event_id=""00000160"")"
wb-calendar-005-yes|test|workbench_calendar|yes|Cancel my first meeting on December 18|"Recorded tool actions: calendar.search_events(time_max=""2023-12-18 23:59:59"", time_min=""2023-12-18 00:00:00""); calendar.delete_event(event_id=""00000047"")"
wb-calendar-006-no|test|workbench_calendar|no|Delete my first meeting on December 6|"Recorded tool actions: calendar.search_events(query=""Meeting"", time_min=""2023-12-06"", time_max=""2023-12-06"")"
wb-calendar-006-yes|test|workbench_calendar|yes|Delete my first meeting on December 6|"Recorded tool actions: calendar.search_events(time_min=""2023-12-06 00:00:00"", time_max=""2023-12-06 23:59:59""); calendar.delete_event(event_id=""00000045"")"
wb-calendar-007-no|test|workbench_calendar|no|Delete my first meeting on December 18|"Recorded tool actions: calendar.search_events(query=""meeting"", time_min=""2023-12-18 00:00:00"", time_max=""2023-12-18 23:59:59""); calendar.delete_event(event_id=""00000160"")"
wb-calendar-007-yes|test|workbench_calendar|yes|Delete my first meeting on December 18|"Recorded tool actions: calendar.search_events(query="""", time_min=""2023-12-18 00:00:00"", time_max=""2023-12-18 23:59:59""); calendar.delete_event(event_id=""00000047"")"
wb-calendar-008-no|test|workbench_calendar|no|Delete my first meeting on December 12|"Recorded tool actions: calendar.search_events(query=""meeting"", time_min=""2023-12-12 00:00:00"", time_max=""2023-12-12 23:59:59""); calendar.delete_event(event_id=""00000205"")"
wb-calendar-008-yes|test|workbench_calendar|yes|Delete my first meeting on December 12|"Recorded tool actions: calendar.search_events(query="""", time_min=""2023-12-12 00:00:00"", time_max=""2023-12-12 23:59:59""); calendar.delete_event(event_id=""00000055"")"
wb-calendar-009-no|test|workbench_calendar|no|Cancel my first meeting on December 7|"Recorded tool actions: calendar.search_events(query=""Meeting"", time_min=""2023-12-07"", time_max=""2023-12-07"")"
wb-calendar-009-yes|test|workbench_calendar|yes|Cancel my first meeting on December 7|"Recorded tool actions: calendar.search_events(time_min=""2023-12-07 00:00:00"", time_max=""2023-12-07 23:59:59""); calendar.delete_event(event_id=""00000019"")"
wb-calendar-010-no|train|workbench_calendar|no|Change the name of the last event on December 19 to casual catch-up|"Recorded tool actions: calendar.search_events(time_min=""2023-12-19"", time_max=""2023-12-19"")"
wb-calendar-010-yes|train|workbench_calendar|yes|Change the name of the last event on December 19 to casual catch-up|"Recorded tool actions: calendar.search_events(query="""", time_min=""2023-12-19 00:00:00"", time_max=""2023-12-19 23:59:59""); calendar.update_event(event_id=""00000020"", field=""event_name"", new_value=""casual catch-up"")"
wb-calendar-011-no|train|workbench_calendar|no|Can you change the name of the last event on November 30 to brainstorming session|"Recorded tool actions: calendar.search_events(query="""", time_min=""2023-11-30"", time_max=""2023-11-30""); calendar.create_event(event_name=""Brainstorming Session"", participant_email=""participant@example.com"", event_start=""2023-11-30 10:00:00"", duration=""60"")"
wb-calendar-011-yes|train|workbench_calendar|yes|Can you change the name of the last event on November 30 to brainstorming session|"Recorded tool actions: calendar.search_events(query="""", time_min=""2023-11-30 00:00:00"", time_max=""2023-11-30 23:59:59""); calendar.update_event(event_id=""00000253"", field=""event_name"", new_value=""brainstorming session"")"
wb-calendar-012-no|train|workbench_calendar|no|Change the name of the last event on December 4 to weekly summary|"Recorded tool actions: calendar.search_events(time_min=""2023-12-04"", time_max=""2023-12-04"")"
wb-calendar-012-yes|train|workbench_calendar|yes|Change the name of the last event on December 4 to weekly summary|"Recorded tool actions: calendar.search_events(time_max=""2023-12-04 18:00:00""); calendar.search_events(time_min=""2023-12-04 09:00:00"", time_max=""2023-12-04 18:00:00""); calendar.update_event(event_id=""00000062"", field=""event_name"", new_value=""weekly summary"")"
wb-calendar-013-no|train|workbench_calendar|no|Change the name of the last event on December 12 to Machine Learning Chat|"Recorded tool actions: calendar.search_events(query=""*"", time_min=""2023-12-12 00:00:00"", time_max=""2023-12-12 23:59:59"")"
wb-calendar-013-yes|train|workbench_calendar|yes|Change the name of the last event on December 12 to Machine Learning Chat|"Recorded tool actions: calendar.search_events(time_min=""2023-12-12 00:00:00"", time_max=""2023-12-12 23:59:59""); calendar.update_event(event_id=""00000208"", field=""event_name"", new_value=""Machine Learning Chat"")"
wb-calendar-014-no|train|workbench_calendar|no|Change the name of the last event on December 5 to quarterly tech roundup|"Recorded tool actions: calendar.search_events(time_min=""2023-12-05"", time_max=""2023-12-05"")"
wb-calendar-014-yes|train|workbench_calendar|yes|Change the name of the last event on December 5 to quarterly tech roundup|"Recorded tool actions: calendar.search_events(query="""", time_min=""2023-12-05 00:00:00"", time_max=""2023-12-05 23:59:59""); calendar.update_event(event_id=""00000060"", field=""event_name"", new_value=""quarterly tech roundup"")"
wb-calendar-015-no|train|workbench_calendar|no|Change the name of the last event on December 4 to feedback discussion|"Recorded tool actions: calendar.search_events(query=""*"", time_min=""2023-12-04 00:00:00"", time_max=""2023-12-04 23:59:59"")"
wb-calendar-015-yes|train|workbench_calendar|yes|Change the name of the last event on December 4 to feedback discussion|"Recorded tool actions: calendar.search_events(time_min=""2023-12-04 00:00:00"", time_max=""2023-12-04 23:59:59""); calendar.update_event(event_id=""00000062"", field=""event_name"", new_value=""feedback discussion"")"
wb-calendar-016-no|train|workbench_calendar|no|Change the name of the last event on December 8 to feedback discussion|"Recorded tool actions: calendar.search_events(query=""*"", time_min=""2023-12-08 00:00:00"", time_max=""2023-12-08 23:59:59"")"
wb-calendar-016-yes|train|workbench_calendar|yes|Change the name of the last event on December 8 to feedback discussion|"Recorded tool actions: calendar.search_events(query="""", time_min=""2023-12-08 00:00:00"", time_max=""2023-12-08 23:59:59""); calendar.update_event(event_id=""00000185"", field=""event_name"", new_value=""feedback discussion"")"
wb-calendar-017-no|train|workbench_calendar|no|Can you change the name of the last event on December 14 to quarterly tech roundup|"Recorded tool actions: calendar.search_events(query=""*"", time_min=""2023-12-14 00:00:00"", time_max=""2023-12-14 23:59:59"")"
wb-calendar-017-yes|train|workbench_calendar|yes|Can you change the name of the last event on December 14 to quarterly tech roundup|"Recorded tool actions: calendar.search_events(query="""", time_min=""2023-12-14 00:00:00"", time_max=""2023-12-14 23:59:59""); calendar.update_event(event_id=""00000082"", field=""event_name"", new_value=""quarterly tech roundup"")"
wb-calendar-018-no|train|workbench_calendar|no|Rename the last event on December 14 to Customer Insight Forum|"Recorded tool actions: calendar.search_events(query=""*"", time_min=""2023-12-14 00:00:00"", time_max=""2023-12-14 23:59:59"")"
wb-calendar-018-yes|train|workbench_calendar|yes|Rename the last event on December 14 to Customer Insight Forum|"Recorded tool actions: calendar.search_events(time_min=""2023-12-14 00:00:00"", time_max=""2023-12-14 23:59:59""); calendar.update_event(event_id=""00000082"", field=""event_name"", new_value=""Customer Insight Forum"")"
wb-calendar-019-no|train|workbench_calendar|no|Change the name of the last event on December 15 to Product Launch Analysis|"Recorded tool actions: calendar.search_events(query=""*"", time_min=""2023-12-15 00:00:00"", time_max=""2023-12-15 23:59:59"")"
wb-calendar-019-yes|train|workbench_calendar|yes|Change the name of the last event on December 15 to Product Launch Analysis|"Recorded tool actions: calendar.search_events(query=""December 15"", time_min=""2023-12-15 00:00:00"", time_max=""2023-12-15 23:59:59""); calendar.search_events(time_min=""2024-12-15 00:00:00"", time_max=""2024-12-15 23:59:59""); calendar.search_events(query=""15"", time_min=""2023-12-01 00:00:00"", time_max=""2023-12-31 23:59:59""); calendar.search_events(time_min=""2023-12-15 00:00:00"", time_max=""2023-12-15 23:59:59""); calendar.update_event(event_id=""00000181"", field=""event_name"", new_value=""Product Launch Analysis"")"
